1        59.67  0.25    10.0    3.1     905
2        60.53  0.25    10.0    3.1     915
3        85.73  0.5     16.0    3.1     916
4        93.67  0.5     22.0    2.8     917
5        64.05  0.5     10.0    3.0     917
6        59.05  0.25    10.0    3.1     925
7       112.24  0.5     23.0    4.0     925
8        73.00  0.6     13.0    3.0     926
9        86.25  0.5     16.5    3.0     926
10       70.00  0.6     10.0    3.0     9312
